Participant_ID,Participant_Name,Delaying_Exchange_until_2026,Request_for_Information,Information_Delivery,Requests_for_Notification_of_ADT_Events,Own_Technology_URL,Own_Technology_Email,Own_Technology_Phone,Date_DSA_Terminated,Date_Operations_Ceased,Report_Date
DXF003734,"RAMAN CHOPRA MD, INC",No,Cozeva,SELF,SELF,NA,chopraofficemer@yahoo.com,7146380232,NA,NA,3/13/24
DXF000776,Ramon Healthcare Associates LLC dba Mission Care Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005033,"Ramona Care, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000996,Rancho Family medical group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001000,Rancho Family medical group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001148,Rancho Family medical group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001636,Rancho Family medical group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001773,Rancho Family medical group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001999,Rancho Family medical group,Yes,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002387,Rancho Family medical group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001020,Rancho Health MSO,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002062,Rancho Medical Clinic,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004958,Rancho Mesa Care Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003434,Rancho Mirage Health and Rehabilitation Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002258,Rancho Physicians Choice A Medical Corporation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005437,Rancho Seco Care Center LLC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002298,Rancho Wellness,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003008,Ravenswood Family Health Network,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004378,"Raymond Huang, MD",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004379,"Raymond Huang, MD",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005331,Razavi Corp. DBA Hilldale Habilitation Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005156,Reach Healthcare,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004666,"Rebecca McMahon, LCSW",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004432,Rebuilding Together Oakland East Bay,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004816,RED BLUFF HEALTHCARE CENTER,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003552,Red Bluff Unified Elementary School District,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000606,Redbrook Healthcare Associates LLC dba Brookside Healthcare Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001263,"Redding Critical Care Medical Group, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004681,Redding Pain Medicine,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003532,Redding Post Acute,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001510,"Redding Radiation Oncologists, PC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001415,Redding Urologic Associates,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002090,Redlands Community Hospital,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002100,Redlands Family Clinic,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000689,"Redlands Family Practice Medical Group, Inc. dba San Bernadino Medical Group, Inc.",No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF003383,Redlands Pediatrics,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004372,Redwood Coast Medical Services,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004950,Redwood Healthcare Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000654,Redwood Orthopaedic Surgery Associates,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004565,Redwood Pediatric Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004495,Redwood Terrace,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002575,Redwoods Rural Health Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003254,Reedley Community Hospital,No,CommonWell Health Alliance,CommonWell Health Alliance,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF004024,Regal Medical Group,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF002274,"Regent Medical Group, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004496,Regents Point,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001711,REGIONAL HEART CENTER CARDIOLOGY,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004279,Rehab Labs,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000621,Rekha Murali  MD Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005414,Relevo Health PC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004096,Reliable Medical Associates,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004232,Renaissance Healthcare for Women,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002172,Renal Consultants of Ventura County,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002103,Renal Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004942,ReNew Health Consulting Services,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001410,"Reproductive Health Care Center, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005109,Resources For Independent Living,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000152,"Retina Orange County, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001712,Retina-Vitreous Associates Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005317,Retirement Housing Foundation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003547,Rex Medical,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000672,reza shafee md inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002892,"RG LEGACY I, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002641,RH Community Builders LP,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004653,"RheoMed MSO, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000196,Rhonda Rand,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001627,Richard K N Ryu MD,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002581,Richmond Post Acute Care,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003255,Rideout Memorial Hospital,No,CommonWell Health Alliance,CommonWell Health Alliance,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF004387,Ridgecrest Obstetrics,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004384,"Ridgecrest Regional Hospital - Ridgecrest, CA",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001920,RIDGECREST REGIONAL HOSPITAL - RURAL HEALTH CLINIC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004385,Ridgecrest Rural Health Clinic,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003755,Ridgeview Health Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001858,RightRX,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003435,Rinaldi Convalescent Hospital,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002853,"Rio Hondo Healthcare, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004759,"Rio Hondo Subacute and Nursing Center, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001987,Ripon Family Physicians,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002022,Rishu Gupta MD Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002023,Rishu Gupta MD Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002904,Ritter Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000051,River City Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005445,River Walk Care Center LLC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005411,Riverbend Nursing Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004880,Riverpointe post acute,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005045,"Riverside Care, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000688,"Riverside Community Healthplan Medical Group, Inc. dba, Riverside Physicians Network",No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF000274,Riverside Family Physicians,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001001,Riverside Family Physicians,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005047,"Riverside Healthcare and Wellness, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002449,Riverside Heights Healthcare Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000768,Riverside Medical Clinic,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005387,Riverside Medical Clinic,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001169,Riverside Medical Clinic Patient Services,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000137,Riverside Medical Clinic Patient Services_UHS,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000138,"Riverside Medical Clinic, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001223,"Riverside Primary Care Clinic, Joanna Ayala MD",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005059,Riverside Village Healthcare Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000992,Riviera ENT,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000275,Robert A. Kolarczyk MD,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000600,"ROBERT E WAILES, M.D., PACIFIC SURGERY CENTER",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000683,"Robert H. Brofman, M. D., APC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000401,ROBERT HARTMAN,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002243,Robert Houghton MD Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001141,Robert Kayland MD,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001554,Robert R Anderson MD Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000932,Roberto C. Tongson,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001286,Robotic Urology of Santa Barbara,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000498,Rocklin Family Practice and Sports Medicine,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003776,Rogelio Drenning-Manrriquez Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004222,Rogelio Drenning-Manrriquez Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004223,Rogelio Drenning-Manrriquez Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004224,Rogelio Drenning-Manrriquez Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002447,"Rogers Behavioral Health California, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000663,ROLAND REINHART MD APC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000252,Rolando A. Atiga M.D A Professional Corp,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005433,Rolling Hills Care Center LLC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000820,Romeo Samouh MD Inc.,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001151,Romesh K Japra MD A Medical Corporation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004433,Ronald Bush MD INC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000930,"ROOPA RAO, M.D. INC.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004011,Roots Food Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002109,"ROSALIE A. DE GUZMAN, M.D., INC.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001467,Rose Avenue Family Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003310,Rose Garden Residential Care,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002867,"Rose Park Healthcare Associates, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002281,Rose Women's Health,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005160,Rosecrans Care Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001053,"Rosemarie Tweed, D.O. APC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004383,Roses Agency Home Care,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004236,Roseville Family Healthcare,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004490,Rosewood,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005285,Rowland Convalescent Hospital,Yes,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001120,Rowntree Gardens,No,SELF,OTHER,SELF,NA,katiep@rowntreegardens.org,17149716614,NA,NA,3/13/24
DXF000199,"Roy Medical Group, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004497,Royal Oaks,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004766,"Royale Health Care Center, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003376,"Ruben Ruiz, M.D., A Medical Corporation",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001926,RUHS ECM Team,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001928,RUHS ECM Team,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004294,Rupinder Mann MD Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004668,Ryan Ranch Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000324,s j kal inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004610,"S.F Valley Congregate Living, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001202,S.M.HAMMAD RIZVI MD INC dba San Antonio Family Medicine group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000379,S&A Podiatry Clinic,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004777,"S&F Market Street Healthcare, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000491,Sacramento Colon & Rectal Surgery Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002418,Sacramento County Behavioral Health Department,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001177,"Sacramento Ear, Nose and Throat Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003214,"Sacramento Native American Health Center - Sacramento, CA",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001748,"Sacramento Native American Health Center, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000015,SacValley MedShare,No,eHealth Exchange,SELF,SELF,NA,NA,NA,NA,NA,3/13/24
DXF004366,Sai Health-Care Foundation and Research Center Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003774,"Saina Health, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000474,Saint Agnes Medical Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003807,Saint Francis Memorial Hospital (No CA),No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003371,Saint John's Program for Real Change,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000127,"SALEHI RETINA INSTITUTE, INC. (CA PC) dba Retina Associates of Southern California",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003710,"Salida Del Sol CBAS, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001483,"Salinas Valley Emergency Medical Group, INC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000423,Salinas Valley Memorial Healthcare System,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000244,"SALINAS VALLEY PLASTIC SURGERY ASSOCIATES, A MEDICAL CORPORATION",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004058,"SALTZMAN, TANIS, PITTELL, LEVIN & JACOBSON, LLC (d/b/a PEDIATRIC ASSOCIATES)",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002405,Salud Para La Gente,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004436,"Salus Home Health and Hospice, Inc",No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF004100,"Sam Kim Physician Services, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001744,Samara P Cardenas MD a PC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004851,Sameh Shenouda MD INC ( DBA: Emmanuel Medical Clinic),No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001716,Samia Botros MD,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004661,"samir n vora, md",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002171,Sampath Ramakrishnan MD Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001614,Samuel A Bolivar MD,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000500,"Samuel D Van Kirk MD, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000994,"Samuel I. Fink, M.D., Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001827,San Antonio Regional Hospital,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF000478,San Benito County,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004931,San Bernardino County on behalf of Arrowhead Regional Medical Center,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF002257,San Bernardino Physicians Associates A Medical Corporation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000676,"San Bruno Pediatrics, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001019,San Diego American Indian Health Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001503,San Diego Associates In Family Medicine,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001334,"San Diego Cardiac Center Medical Group, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000936,San Diego County Psychiatric Hospital,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000943,San Diego County Public Health Laboratory,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001404,San Diego County Public Health Modular Laboratory,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002351,San Diego Diagnostic Radiology Medial Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001350,San Diego Digestive Disease Consultants,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000848,SAN DIEGO FAMILY CARE,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001313,San Diego Family Dermatology,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001375,SAN DIEGO GENERAL AND VASCULAR SURGEONS MED GROUP,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000591,San Diego Hand Specialists,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
